Item,Price,Date
"Coffee, instant, 200 grams",4.7,2001-05-01
Tea (72 bags),3.41,2001-05-01
"Cooking or salad oil, 1 litre",3.07,2001-05-01
"Soup, canned, 284 millilitres",0.75,2001-05-01
"Baby food, 128 millilitres",0.56,2001-05-01
"Peanut butter, 500 grams",2.57,2001-05-01
Paper towels (2 rolls),1.95,2001-05-01
Facial tissue (200 tissues),1.5,2001-05-01
Bathroom tissue (4 rolls),1.88,2001-05-01
"Shampoo, 300 millilitres",3.15,2001-05-01
"Deodorant, 60 grams",2.88,2001-05-01
"Toothpaste, 100 millilitres",1.27,2001-05-01
Cigarettes (200),41.39,2001-05-01
,,2001-06-01
"Round steak, 1 kilogram",11.34,2001-06-01
"Sirloin steak, 1 kilogram",14.92,2001-06-01
"Prime rib roast, 1 kilogram",18.56,2001-06-01
"Blade roast, 1 kilogram",7.57,2001-06-01
"Stewing beef, 1 kilogram",8.34,2001-06-01
"Ground beef, 1 kilogram",5.17,2001-06-01
"Pork chops, 1 kilogram",9.99,2001-06-01
"Chicken, 1 kilogram",4.59,2001-06-01
"Bacon, 500 grams",4.38,2001-06-01
"Wieners, 450 grams",2.36,2001-06-01
"Canned salmon, 213 grams",3.73,2001-06-01
"Homogenized milk, 4 litres",,2001-06-01
"Partly skimmed milk, 4 litres",,2001-06-01
"Butter, 454 grams",3.27,2001-06-01
"Processed cheese slices, 250 grams",2.44,2001-06-01
"Evaporated milk, 385 millilitres",1.15,2001-06-01
"Eggs, 1 dozen",1.99,2001-06-01
"Bread, 675 grams",1.42,2001-06-01
"Soda crackers, 450 grams",1.91,2001-06-01
"Macaroni, 500 grams",0.98,2001-06-01
"Flour, 2.5 kilograms",3.48,2001-06-01
"Corn flakes, 675 grams",3.37,2001-06-01
"Apples, 1 kilogram",2.66,2001-06-01
"Bananas, 1 kilogram",1.29,2001-06-01
"Oranges, 1 kilogram",2.53,2001-06-01
"Apple juice, 1.36 litres",1.55,2001-06-01
"Orange juice, 1 litre",3.0,2001-06-01
"Carrots, 1 kilogram",1.72,2001-06-01
"Mushrooms, 1 kilogram",6.29,2001-06-01
"Onions, 1 kilogram",1.43,2001-06-01
"Potatoes, 4.54 kilograms",3.68,2001-06-01
"French fried potatoes, frozen, 1 kilogram",1.78,2001-06-01
"Baked beans, canned, 398 millilitres",0.82,2001-06-01
"Tomatoes, canned, 796 millilitres",1.24,2001-06-01
"Tomato juice, 1.36 litres",1.49,2001-06-01
"Ketchup, 1 litre",2.61,2001-06-01
"Sugar, white, 2 kilograms",2.45,2001-06-01
"Coffee, roasted, 300 grams",3.16,2001-06-01
"Coffee, instant, 200 grams",4.69,2001-06-01
Tea (72 bags),3.4,2001-06-01
"Cooking or salad oil, 1 litre",3.06,2001-06-01
"Soup, canned, 284 millilitres",0.77,2001-06-01
"Baby food, 128 millilitres",0.59,2001-06-01
"Peanut butter, 500 grams",2.56,2001-06-01
Paper towels (2 rolls),1.97,2001-06-01
Facial tissue (200 tissues),1.51,2001-06-01
Bathroom tissue (4 rolls),1.89,2001-06-01
"Shampoo, 300 millilitres",3.25,2001-06-01
"Deodorant, 60 grams",2.95,2001-06-01
"Toothpaste, 100 millilitres",1.26,2001-06-01
Cigarettes (200),41.45,2001-06-01
,,2001-07-01
"Round steak, 1 kilogram",10.93,2001-07-01
"Sirloin steak, 1 kilogram",14.33,2001-07-01
"Prime rib roast, 1 kilogram",18.68,2001-07-01
"Blade roast, 1 kilogram",7.73,2001-07-01
"Stewing beef, 1 kilogram",8.12,2001-07-01
"Ground beef, 1 kilogram",5.16,2001-07-01
"Pork chops, 1 kilogram",10.1,2001-07-01
"Chicken, 1 kilogram",4.73,2001-07-01
"Bacon, 500 grams",4.47,2001-07-01
"Wieners, 450 grams",2.36,2001-07-01
"Canned salmon, 213 grams",3.89,2001-07-01
"Homogenized milk, 4 litres",,2001-07-01
"Partly skimmed milk, 4 litres",,2001-07-01
"Butter, 454 grams",3.26,2001-07-01
"Processed cheese slices, 250 grams",2.47,2001-07-01
"Evaporated milk, 385 millilitres",1.15,2001-07-01
"Eggs, 1 dozen",1.96,2001-07-01
"Bread, 675 grams",1.42,2001-07-01
"Soda crackers, 450 grams",1.93,2001-07-01
"Macaroni, 500 grams",1.0,2001-07-01
"Flour, 2.5 kilograms",3.5,2001-07-01
"Corn flakes, 675 grams",3.48,2001-07-01
"Apples, 1 kilogram",2.69,2001-07-01
"Bananas, 1 kilogram",1.33,2001-07-01
"Oranges, 1 kilogram",2.62,2001-07-01
"Apple juice, 1.36 litres",1.61,2001-07-01
"Orange juice, 1 litre",3.04,2001-07-01
"Carrots, 1 kilogram",1.82,2001-07-01
"Mushrooms, 1 kilogram",6.47,2001-07-01
"Onions, 1 kilogram",1.51,2001-07-01
"Potatoes, 4.54 kilograms",4.64,2001-07-01
"French fried potatoes, frozen, 1 kilogram",1.79,2001-07-01
"Baked beans, canned, 398 millilitres",0.83,2001-07-01
"Tomatoes, canned, 796 millilitres",1.24,2001-07-01
"Tomato juice, 1.36 litres",1.48,2001-07-01
"Ketchup, 1 litre",2.58,2001-07-01
"Sugar, white, 2 kilograms",2.45,2001-07-01
"Coffee, roasted, 300 grams",3.04,2001-07-01
"Coffee, instant, 200 grams",4.6,2001-07-01
Tea (72 bags),3.41,2001-07-01
"Cooking or salad oil, 1 litre",3.07,2001-07-01
"Soup, canned, 284 millilitres",0.79,2001-07-01
"Baby food, 128 millilitres",0.59,2001-07-01
"Peanut butter, 500 grams",2.54,2001-07-01
Paper towels (2 rolls),1.99,2001-07-01
Facial tissue (200 tissues),1.5,2001-07-01
Bathroom tissue (4 rolls),1.89,2001-07-01
"Shampoo, 300 millilitres",3.22,2001-07-01
"Deodorant, 60 grams",2.91,2001-07-01
"Toothpaste, 100 millilitres",1.27,2001-07-01
Cigarettes (200),41.38,2001-07-01
,,2001-08-01
"Round steak, 1 kilogram",10.89,2001-08-01
"Sirloin steak, 1 kilogram",14.21,2001-08-01
"Prime rib roast, 1 kilogram",18.68,2001-08-01
"Blade roast, 1 kilogram",7.58,2001-08-01
"Stewing beef, 1 kilogram",7.99,2001-08-01
"Ground beef, 1 kilogram",5.09,2001-08-01
"Pork chops, 1 kilogram",10.12,2001-08-01
"Chicken, 1 kilogram",4.73,2001-08-01
"Bacon, 500 grams",4.54,2001-08-01
"Wieners, 450 grams",2.33,2001-08-01
"Canned salmon, 213 grams",3.87,2001-08-01
"Homogenized milk, 4 litres",,2001-08-01
"Partly skimmed milk, 4 litres",,2001-08-01
"Butter, 454 grams",3.26,2001-08-01
"Processed cheese slices, 250 grams",2.47,2001-08-01
"Evaporated milk, 385 millilitres",1.15,2001-08-01
"Eggs, 1 dozen",1.98,2001-08-01
"Bread, 675 grams",1.43,2001-08-01
"Soda crackers, 450 grams",1.9,2001-08-01
"Macaroni, 500 grams",0.99,2001-08-01
"Flour, 2.5 kilograms",3.54,2001-08-01
"Corn flakes, 675 grams",3.39,2001-08-01
"Apples, 1 kilogram",2.72,2001-08-01
"Bananas, 1 kilogram",1.31,2001-08-01
"Oranges, 1 kilogram",2.56,2001-08-01
"Apple juice, 1.36 litres",1.62,2001-08-01
"Orange juice, 1 litre",3.09,2001-08-01
"Carrots, 1 kilogram",1.46,2001-08-01
"Mushrooms, 1 kilogram",6.36,2001-08-01
"Onions, 1 kilogram",1.49,2001-08-01
"Potatoes, 4.54 kilograms",4.38,2001-08-01
"French fried potatoes, frozen, 1 kilogram",1.82,2001-08-01
"Baked beans, canned, 398 millilitres",0.81,2001-08-01
"Tomatoes, canned, 796 millilitres",1.23,2001-08-01
"Tomato juice, 1.36 litres",1.5,2001-08-01
"Ketchup, 1 litre",2.6,2001-08-01
"Sugar, white, 2 kilograms",2.44,2001-08-01
"Coffee, roasted, 300 grams",3.1,2001-08-01
"Coffee, instant, 200 grams",4.7,2001-08-01
Tea (72 bags),3.4,2001-08-01
"Cooking or salad oil, 1 litre",3.07,2001-08-01
"Soup, canned, 284 millilitres",0.79,2001-08-01
"Baby food, 128 millilitres",0.58,2001-08-01
"Peanut butter, 500 grams",2.58,2001-08-01
Paper towels (2 rolls),1.98,2001-08-01
Facial tissue (200 tissues),1.51,2001-08-01
Bathroom tissue (4 rolls),1.88,2001-08-01
"Shampoo, 300 millilitres",3.18,2001-08-01
"Deodorant, 60 grams",2.93,2001-08-01
"Toothpaste, 100 millilitres",1.23,2001-08-01
Cigarettes (200),41.98,2001-08-01
,,2001-09-01
"Round steak, 1 kilogram",11.18,2001-09-01
"Sirloin steak, 1 kilogram",14.2,2001-09-01
"Prime rib roast, 1 kilogram",19.05,2001-09-01
"Blade roast, 1 kilogram",7.65,2001-09-01
"Stewing beef, 1 kilogram",7.97,2001-09-01
"Ground beef, 1 kilogram",5.15,2001-09-01
"Pork chops, 1 kilogram",9.86,2001-09-01
"Chicken, 1 kilogram",4.77,2001-09-01
"Bacon, 500 grams",4.6,2001-09-01
"Wieners, 450 grams",2.41,2001-09-01
"Canned salmon, 213 grams",3.91,2001-09-01
"Homogenized milk, 4 litres",,2001-09-01
"Partly skimmed milk, 4 litres",,2001-09-01
"Butter, 454 grams",3.24,2001-09-01
"Processed cheese slices, 250 grams",2.46,2001-09-01
"Evaporated milk, 385 millilitres",1.12,2001-09-01
"Eggs, 1 dozen",1.97,2001-09-01
"Bread, 675 grams",1.44,2001-09-01
"Soda crackers, 450 grams",1.88,2001-09-01
"Macaroni, 500 grams",1.0,2001-09-01
"Flour, 2.5 kilograms",3.44,2001-09-01
"Corn flakes, 675 grams",3.53,2001-09-01
"Apples, 1 kilogram",2.73,2001-09-01
"Bananas, 1 kilogram",1.27,2001-09-01
"Oranges, 1 kilogram",2.43,2001-09-01
"Apple juice, 1.36 litres",1.55,2001-09-01
"Orange juice, 1 litre",3.04,2001-09-01
"Carrots, 1 kilogram",1.17,2001-09-01
"Mushrooms, 1 kilogram",6.46,2001-09-01
"Onions, 1 kilogram",1.18,2001-09-01
"Potatoes, 4.54 kilograms",3.61,2001-09-01
"French fried potatoes, frozen, 1 kilogram",1.8,2001-09-01
"Baked beans, canned, 398 millilitres",0.82,2001-09-01
"Tomatoes, canned, 796 millilitres",1.22,2001-09-01
"Tomato juice, 1.36 litres",1.49,2001-09-01
"Ketchup, 1 litre",2.65,2001-09-01
"Sugar, white, 2 kilograms",2.43,2001-09-01
"Coffee, roasted, 300 grams",3.09,2001-09-01
"Coffee, instant, 200 grams",4.63,2001-09-01
Tea (72 bags),3.37,2001-09-01
"Cooking or salad oil, 1 litre",3.1,2001-09-01
"Soup, canned, 284 millilitres",0.76,2001-09-01
"Baby food, 128 millilitres",0.58,2001-09-01
"Peanut butter, 500 grams",2.56,2001-09-01
Paper towels (2 rolls),1.92,2001-09-01
Facial tissue (200 tissues),1.51,2001-09-01
Bathroom tissue (4 rolls),1.89,2001-09-01
"Shampoo, 300 millilitres",3.11,2001-09-01
"Deodorant, 60 grams",2.9,2001-09-01
"Toothpaste, 100 millilitres",1.23,2001-09-01
Cigarettes (200),42.16,2001-09-01
,,2001-10-01
"Round steak, 1 kilogram",11.15,2001-10-01
"Sirloin steak, 1 kilogram",13.3,2001-10-01
"Prime rib roast, 1 kilogram",17.62,2001-10-01
"Blade roast, 1 kilogram",7.83,2001-10-01
"Stewing beef, 1 kilogram",8.14,2001-10-01
"Ground beef, 1 kilogram",5.23,2001-10-01
"Pork chops, 1 kilogram",10.1,2001-10-01
"Chicken, 1 kilogram",4.83,2001-10-01
"Bacon, 500 grams",4.46,2001-10-01
"Wieners, 450 grams",2.53,2001-10-01
"Canned salmon, 213 grams",3.95,2001-10-01
"Homogenized milk, 4 litres",,2001-10-01
"Partly skimmed milk, 4 litres",,2001-10-01
"Butter, 454 grams",3.24,2001-10-01
"Processed cheese slices, 250 grams",2.45,2001-10-01
"Evaporated milk, 385 millilitres",1.12,2001-10-01
"Eggs, 1 dozen",1.96,2001-10-01
"Bread, 675 grams",1.44,2001-10-01
"Soda crackers, 450 grams",1.89,2001-10-01
"Macaroni, 500 grams",1.01,2001-10-01
"Flour, 2.5 kilograms",3.33,2001-10-01
"Corn flakes, 675 grams",3.54,2001-10-01
"Apples, 1 kilogram",2.74,2001-10-01
"Bananas, 1 kilogram",1.25,2001-10-01
"Oranges, 1 kilogram",2.48,2001-10-01
"Apple juice, 1.36 litres",1.54,2001-10-01
"Orange juice, 1 litre",2.96,2001-10-01
"Carrots, 1 kilogram",1.08,2001-10-01
"Mushrooms, 1 kilogram",6.2,2001-10-01
"Onions, 1 kilogram",1.07,2001-10-01
"Potatoes, 4.54 kilograms",3.45,2001-10-01
"French fried potatoes, frozen, 1 kilogram",1.82,2001-10-01
"Baked beans, canned, 398 millilitres",0.83,2001-10-01
"Tomatoes, canned, 796 millilitres",1.2,2001-10-01
"Tomato juice, 1.36 litres",1.44,2001-10-01
"Ketchup, 1 litre",2.66,2001-10-01
"Sugar, white, 2 kilograms",2.43,2001-10-01
"Coffee, roasted, 300 grams",3.08,2001-10-01
"Coffee, instant, 200 grams",4.58,2001-10-01
Tea (72 bags),3.36,2001-10-01
"Cooking or salad oil, 1 litre",3.12,2001-10-01
"Soup, canned, 284 millilitres",0.77,2001-10-01
"Baby food, 128 millilitres",0.6,2001-10-01
"Peanut butter, 500 grams",2.6,2001-10-01
Paper towels (2 rolls),1.95,2001-10-01
Facial tissue (200 tissues),1.53,2001-10-01
Bathroom tissue (4 rolls),1.84,2001-10-01
"Shampoo, 300 millilitres",3.26,2001-10-01
"Deodorant, 60 grams",3.02,2001-10-01
"Toothpaste, 100 millilitres",1.29,2001-10-01
Cigarettes (200),42.21,2001-10-01
,,2001-11-01
"Round steak, 1 kilogram",11.0,2001-11-01
"Sirloin steak, 1 kilogram",13.09,2001-11-01
"Prime rib roast, 1 kilogram",18.3,2001-11-01
"Blade roast, 1 kilogram",7.91,2001-11-01
"Stewing beef, 1 kilogram",8.04,2001-11-01
"Ground beef, 1 kilogram",5.2,2001-11-01
"Pork chops, 1 kilogram",9.91,2001-11-01
"Chicken, 1 kilogram",4.74,2001-11-01
"Bacon, 500 grams",4.37,2001-11-01
"Wieners, 450 grams",2.55,2001-11-01
"Canned salmon, 213 grams",3.86,2001-11-01
"Homogenized milk, 4 litres",,2001-11-01
"Partly skimmed milk, 4 litres",,2001-11-01
"Butter, 454 grams",3.24,2001-11-01
"Processed cheese slices, 250 grams",2.46,2001-11-01
"Evaporated milk, 385 millilitres",1.12,2001-11-01
"Eggs, 1 dozen",1.97,2001-11-01
"Bread, 675 grams",1.45,2001-11-01
"Soda crackers, 450 grams",1.94,2001-11-01
"Macaroni, 500 grams",1.01,2001-11-01
"Flour, 2.5 kilograms",3.35,2001-11-01
"Corn flakes, 675 grams",3.44,2001-11-01
"Apples, 1 kilogram",2.6,2001-11-01
"Bananas, 1 kilogram",1.22,2001-11-01
"Oranges, 1 kilogram",2.63,2001-11-01
"Apple juice, 1.36 litres",1.55,2001-11-01
"Orange juice, 1 litre",2.99,2001-11-01
"Carrots, 1 kilogram",1.05,2001-11-01
"Mushrooms, 1 kilogram",6.24,2001-11-01
"Onions, 1 kilogram",0.97,2001-11-01
"Potatoes, 4.54 kilograms",3.77,2001-11-01
"French fried potatoes, frozen, 1 kilogram",1.8,2001-11-01
"Baked beans, canned, 398 millilitres",0.83,2001-11-01
"Tomatoes, canned, 796 millilitres",1.22,2001-11-01
"Tomato juice, 1.36 litres",1.49,2001-11-01
"Ketchup, 1 litre",2.69,2001-11-01
"Sugar, white, 2 kilograms",2.41,2001-11-01
"Coffee, roasted, 300 grams",3.13,2001-11-01
"Coffee, instant, 200 grams",4.53,2001-11-01
Tea (72 bags),3.37,2001-11-01
"Cooking or salad oil, 1 litre",3.14,2001-11-01
"Soup, canned, 284 millilitres",0.76,2001-11-01
"Baby food, 128 millilitres",0.59,2001-11-01
"Peanut butter, 500 grams",2.6,2001-11-01
Paper towels (2 rolls),1.96,2001-11-01
Facial tissue (200 tissues),1.58,2001-11-01
Bathroom tissue (4 rolls),1.87,2001-11-01
"Shampoo, 300 millilitres",3.25,2001-11-01
"Deodorant, 60 grams",2.91,2001-11-01
"Toothpaste, 100 millilitres",1.27,2001-11-01
Cigarettes (200),45.61,2001-11-01
,,2001-12-01
"Round steak, 1 kilogram",11.47,2001-12-01
"Sirloin steak, 1 kilogram",13.21,2001-12-01
"Prime rib roast, 1 kilogram",17.74,2001-12-01
"Blade roast, 1 kilogram",7.95,2001-12-01
"Stewing beef, 1 kilogram",8.2,2001-12-01
"Ground beef, 1 kilogram",5.29,2001-12-01
"Pork chops, 1 kilogram",9.85,2001-12-01
"Chicken, 1 kilogram",4.7,2001-12-01
"Bacon, 500 grams",4.28,2001-12-01
"Wieners, 450 grams",2.63,2001-12-01
"Canned salmon, 213 grams",3.85,2001-12-01
"Homogenized milk, 4 litres",,2001-12-01
"Partly skimmed milk, 4 litres",,2001-12-01
"Butter, 454 grams",3.27,2001-12-01
"Processed cheese slices, 250 grams",2.48,2001-12-01
"Evaporated milk, 385 millilitres",1.14,2001-12-01
"Eggs, 1 dozen",1.97,2001-12-01
"Bread, 675 grams",1.43,2001-12-01
"Soda crackers, 450 grams",1.91,2001-12-01
"Macaroni, 500 grams",1.0,2001-12-01
"Flour, 2.5 kilograms",3.37,2001-12-01
"Corn flakes, 675 grams",3.61,2001-12-01
"Apples, 1 kilogram",2.78,2001-12-01
"Bananas, 1 kilogram",1.3,2001-12-01
"Oranges, 1 kilogram",2.78,2001-12-01
"Apple juice, 1.36 litres",1.59,2001-12-01
"Orange juice, 1 litre",3.06,2001-12-01
"Carrots, 1 kilogram",1.15,2001-12-01
"Mushrooms, 1 kilogram",6.48,2001-12-01
"Onions, 1 kilogram",1.01,2001-12-01
"Potatoes, 4.54 kilograms",3.91,2001-12-01
"French fried potatoes, frozen, 1 kilogram",1.85,2001-12-01
"Baked beans, canned, 398 millilitres",0.87,2001-12-01
"Tomatoes, canned, 796 millilitres",1.22,2001-12-01
"Tomato juice, 1.36 litres",1.47,2001-12-01
"Ketchup, 1 litre",2.7,2001-12-01
"Sugar, white, 2 kilograms",2.45,2001-12-01
"Coffee, roasted, 300 grams",3.1,2001-12-01
"Coffee, instant, 200 grams",4.56,2001-12-01
Tea (72 bags),3.36,2001-12-01
"Cooking or salad oil, 1 litre",3.18,2001-12-01
"Soup, canned, 284 millilitres",0.79,2001-12-01
"Baby food, 128 millilitres",0.6,2001-12-01
"Peanut butter, 500 grams",2.63,2001-12-01
Paper towels (2 rolls),1.99,2001-12-01
Facial tissue (200 tissues),1.67,2001-12-01
Bathroom tissue (4 rolls),1.88,2001-12-01
"Shampoo, 300 millilitres",3.25,2001-12-01
"Deodorant, 60 grams",2.92,2001-12-01
"Toothpaste, 100 millilitres",1.29,2001-12-01
Cigarettes (200),45.71,2001-12-01
,,2002-01-01
"Round steak, 1 kilogram",11.13,2002-01-01
"Sirloin steak, 1 kilogram",13.53,2002-01-01
"Prime rib roast, 1 kilogram",18.1,2002-01-01
"Blade roast, 1 kilogram",7.82,2002-01-01
"Stewing beef, 1 kilogram",8.18,2002-01-01
"Ground beef, 1 kilogram",5.35,2002-01-01
"Pork chops, 1 kilogram",9.91,2002-01-01
"Chicken, 1 kilogram",4.86,2002-01-01
"Bacon, 500 grams",4.16,2002-01-01
"Wieners, 450 grams",2.6,2002-01-01
"Canned salmon, 213 grams",3.78,2002-01-01
"Homogenized milk, 4 litres",,2002-01-01
"Partly skimmed milk, 4 litres",,2002-01-01
"Butter, 454 grams",3.28,2002-01-01
"Processed cheese slices, 250 grams",2.47,2002-01-01
"Evaporated milk, 385 millilitres",1.15,2002-01-01
"Eggs, 1 dozen",1.94,2002-01-01
"Bread, 675 grams",1.46,2002-01-01
"Soda crackers, 450 grams",1.88,2002-01-01
"Macaroni, 500 grams",0.97,2002-01-01
"Flour, 2.5 kilograms",3.48,2002-01-01
"Corn flakes, 675 grams",3.58,2002-01-01
"Apples, 1 kilogram",2.85,2002-01-01
"Bananas, 1 kilogram",1.26,2002-01-01
"Oranges, 1 kilogram",2.77,2002-01-01
"Apple juice, 1.36 litres",1.55,2002-01-01
"Orange juice, 1 litre",2.98,2002-01-01
"Carrots, 1 kilogram",1.19,2002-01-01
"Mushrooms, 1 kilogram",6.48,2002-01-01
"Onions, 1 kilogram",1.04,2002-01-01
"Potatoes, 4.54 kilograms",3.91,2002-01-01
"French fried potatoes, frozen, 1 kilogram",1.8,2002-01-01
"Baked beans, canned, 398 millilitres",0.81,2002-01-01
"Tomatoes, canned, 796 millilitres",1.22,2002-01-01
"Tomato juice, 1.36 litres",1.46,2002-01-01
"Ketchup, 1 litre",2.66,2002-01-01
"Sugar, white, 2 kilograms",2.5,2002-01-01
"Coffee, roasted, 300 grams",3.13,2002-01-01
"Coffee, instant, 200 grams",4.56,2002-01-01
Tea (72 bags),3.39,2002-01-01
"Cooking or salad oil, 1 litre",3.2,2002-01-01
"Soup, canned, 284 millilitres",0.77,2002-01-01
"Baby food, 128 millilitres",0.6,2002-01-01
"Peanut butter, 500 grams",2.57,2002-01-01
Paper towels (2 rolls),1.95,2002-01-01
Facial tissue (200 tissues),1.66,2002-01-01
Bathroom tissue (4 rolls),1.85,2002-01-01
"Shampoo, 300 millilitres",3.1,2002-01-01
"Deodorant, 60 grams",3.0,2002-01-01
"Toothpaste, 100 millilitres",1.29,2002-01-01
Cigarettes (200),45.74,2002-01-01
,,2002-02-01
"Round steak, 1 kilogram",11.26,2002-02-01
"Sirloin steak, 1 kilogram",13.56,2002-02-01
"Prime rib roast, 1 kilogram",17.82,2002-02-01
"Blade roast, 1 kilogram",7.92,2002-02-01
"Stewing beef, 1 kilogram",8.36,2002-02-01
"Ground beef, 1 kilogram",5.42,2002-02-01
"Pork chops, 1 kilogram",10.0,2002-02-01
"Chicken, 1 kilogram",4.75,2002-02-01
"Bacon, 500 grams",4.22,2002-02-01
"Wieners, 450 grams",2.63,2002-02-01
"Canned salmon, 213 grams",3.6,2002-02-01
"Homogenized milk, 4 litres",,2002-02-01
"Partly skimmed milk, 4 litres",,2002-02-01
"Butter, 454 grams",3.31,2002-02-01
"Processed cheese slices, 250 grams",2.46,2002-02-01
"Evaporated milk, 385 millilitres",1.14,2002-02-01
"Eggs, 1 dozen",1.99,2002-02-01
"Bread, 675 grams",1.47,2002-02-01
"Soda crackers, 450 grams",1.88,2002-02-01
"Macaroni, 500 grams",0.98,2002-02-01
"Flour, 2.5 kilograms",3.45,2002-02-01
"Corn flakes, 675 grams",3.57,2002-02-01
"Apples, 1 kilogram",2.79,2002-02-01
"Bananas, 1 kilogram",1.27,2002-02-01
"Oranges, 1 kilogram",2.6,2002-02-01
"Apple juice, 1.36 litres",1.48,2002-02-01
"Orange juice, 1 litre",3.03,2002-02-01
"Carrots, 1 kilogram",1.29,2002-02-01
"Mushrooms, 1 kilogram",6.37,2002-02-01
"Onions, 1 kilogram",1.09,2002-02-01
"Potatoes, 4.54 kilograms",3.95,2002-02-01
"French fried potatoes, frozen, 1 kilogram",1.8,2002-02-01
"Baked beans, canned, 398 millilitres",0.83,2002-02-01
"Tomatoes, canned, 796 millilitres",1.23,2002-02-01
"Tomato juice, 1.36 litres",1.48,2002-02-01
"Ketchup, 1 litre",2.63,2002-02-01
"Sugar, white, 2 kilograms",2.46,2002-02-01
"Coffee, roasted, 300 grams",3.04,2002-02-01
"Coffee, instant, 200 grams",4.47,2002-02-01
Tea (72 bags),3.34,2002-02-01
"Cooking or salad oil, 1 litre",3.19,2002-02-01
"Soup, canned, 284 millilitres",0.78,2002-02-01
"Baby food, 128 millilitres",0.6,2002-02-01
"Peanut butter, 500 grams",2.59,2002-02-01
Paper towels (2 rolls),1.92,2002-02-01
Facial tissue (200 tissues),1.65,2002-02-01
Bathroom tissue (4 rolls),1.88,2002-02-01
"Shampoo, 300 millilitres",3.21,2002-02-01
"Deodorant, 60 grams",3.0,2002-02-01
"Toothpaste, 100 millilitres",1.32,2002-02-01
Cigarettes (200),46.27,2002-02-01
,,2002-03-01
"Round steak, 1 kilogram",11.3,2002-03-01
"Sirloin steak, 1 kilogram",14.15,2002-03-01
"Prime rib roast, 1 kilogram",18.66,2002-03-01
"Blade roast, 1 kilogram",8.04,2002-03-01
"Stewing beef, 1 kilogram",8.39,2002-03-01
"Ground beef, 1 kilogram",5.32,2002-03-01
"Pork chops, 1 kilogram",9.57,2002-03-01
"Chicken, 1 kilogram",4.74,2002-03-01
"Bacon, 500 grams",4.2,2002-03-01
"Wieners, 450 grams",2.54,2002-03-01
"Canned salmon, 213 grams",3.53,2002-03-01
"Homogenized milk, 4 litres",,2002-03-01
"Partly skimmed milk, 4 litres",,2002-03-01
"Butter, 454 grams",3.37,2002-03-01
"Processed cheese slices, 250 grams",2.45,2002-03-01
"Evaporated milk, 385 millilitres",1.15,2002-03-01
"Eggs, 1 dozen",1.99,2002-03-01
"Bread, 675 grams",1.48,2002-03-01
"Soda crackers, 450 grams",1.89,2002-03-01
"Macaroni, 500 grams",0.99,2002-03-01
"Flour, 2.5 kilograms",3.38,2002-03-01
"Corn flakes, 675 grams",3.55,2002-03-01
"Apples, 1 kilogram",2.87,2002-03-01
"Bananas, 1 kilogram",1.2,2002-03-01
"Oranges, 1 kilogram",2.43,2002-03-01
"Apple juice, 1.36 litres",1.55,2002-03-01
"Orange juice, 1 litre",3.07,2002-03-01
"Carrots, 1 kilogram",1.34,2002-03-01
"Mushrooms, 1 kilogram",6.38,2002-03-01
"Onions, 1 kilogram",1.11,2002-03-01
"Potatoes, 4.54 kilograms",4.22,2002-03-01
"French fried potatoes, frozen, 1 kilogram",1.81,2002-03-01
"Baked beans, canned, 398 millilitres",0.81,2002-03-01
"Tomatoes, canned, 796 millilitres",1.2,2002-03-01
"Tomato juice, 1.36 litres",1.48,2002-03-01
"Ketchup, 1 litre",2.59,2002-03-01
"Sugar, white, 2 kilograms",2.41,2002-03-01
"Coffee, roasted, 300 grams",3.02,2002-03-01
"Coffee, instant, 200 grams",4.49,2002-03-01
Tea (72 bags),3.35,2002-03-01
"Cooking or salad oil, 1 litre",3.21,2002-03-01
"Soup, canned, 284 millilitres",0.77,2002-03-01
"Baby food, 128 millilitres",0.59,2002-03-01
"Peanut butter, 500 grams",2.56,2002-03-01
Paper towels (2 rolls),1.97,2002-03-01
Facial tissue (200 tissues),1.65,2002-03-01
Bathroom tissue (4 rolls),1.91,2002-03-01
"Shampoo, 300 millilitres",3.11,2002-03-01
"Deodorant, 60 grams",2.97,2002-03-01
"Toothpaste, 100 millilitres",1.29,2002-03-01
Cigarettes (200),47.77,2002-03-01
